State Name,DISTRICT NAME,Language
UTTAR PRADESH,GONDA,Hindi
UTTAR PRADESH,GORAKHPUR,Hindi
UTTAR PRADESH,HAMIRPUR,Hindi
UTTAR PRADESH,HAPUR,Hindi
UTTAR PRADESH,HARDOI,Hindi
UTTAR PRADESH,HATHRAS,Hindi
UTTAR PRADESH,JALAUN,Hindi
UTTAR PRADESH,JAUNPUR,Hindi
UTTAR PRADESH,JHANSI,Hindi
UTTAR PRADESH,KANNAUJ,Hindi
UTTAR PRADESH,KANPUR DEHAT,Hindi
UTTAR PRADESH,KANPUR NAGAR,Hindi
UTTAR PRADESH,KASGANJ,Hindi
UTTAR PRADESH,KAUSHAMBI,Hindi
UTTAR PRADESH,KHERI,Hindi
UTTAR PRADESH,KUSHINAGAR,Hindi
UTTAR PRADESH,LALITPUR,Hindi
UTTAR PRADESH,LUCKNOW,Hindi
UTTAR PRADESH,MAHOBA,Hindi
UTTAR PRADESH,MAHRAJGANJ,Hindi
UTTAR PRADESH,MAINPURI,Hindi
UTTAR PRADESH,MATHURA,Hindi
UTTAR PRADESH,MAU,Hindi
UTTAR PRADESH,MEERUT,Hindi
UTTAR PRADESH,MIRZAPUR,Hindi
UTTAR PRADESH,MORADABAD,Hindi
UTTAR PRADESH,MUZAFFARNAGAR,Hindi
UTTAR PRADESH,PILIBHIT,Hindi
UTTAR PRADESH,PRATAPGARH,Hindi
UTTAR PRADESH,RAE BARELI,Hindi
UTTAR PRADESH,RAMPUR,Hindi
UTTAR PRADESH,SAHARANPUR,Hindi
UTTAR PRADESH,SAMBHAL,Hindi
UTTAR PRADESH,SANT KABIR NAGAR,Hindi
UTTAR PRADESH,SHAHJAHANPUR,Hindi
UTTAR PRADESH,SHAMLI,Hindi
UTTAR PRADESH,SHRAWASTI,Hindi
UTTAR PRADESH,SIDDHARTHNAGAR,Hindi
UTTAR PRADESH,SITAPUR,Hindi
UTTAR PRADESH,SONBHADRA,Hindi
UTTAR PRADESH,SULTANPUR,Hindi
UTTAR PRADESH,UNNAO,Hindi
UTTAR PRADESH,VARANASI,Hindi
UTTARAKHAND,ALMORA,Hindi
UTTARAKHAND,BAGESHWAR,Hindi
UTTARAKHAND,CHAMOLI,Hindi
UTTARAKHAND,CHAMPAWAT,Hindi
UTTARAKHAND,DEHRADUN,Hindi
UTTARAKHAND,GARHWAL,Hindi
UTTARAKHAND,HARDWAR,Hindi
UTTARAKHAND,NAINITAL,Hindi
UTTARAKHAND,PITHORAGARH,Hindi
UTTARAKHAND,RUDRAPRAYAG,Hindi
UTTARAKHAND,TEHRI GARHWAL,Hindi
UTTARAKHAND,UDHAM SINGH NAGAR,Hindi
UTTARAKHAND,UTTARKASHI,Hindi
WEST BENGAL,ALIPURDUAR,Bengali
WEST BENGAL,BANKURA,Bengali
WEST BENGAL,BARDDHAMAN,Bengali
WEST BENGAL,BIRBHUM,Bengali
WEST BENGAL,DAKSHIN DINAJPUR,Bengali
WEST BENGAL,DARJILING,Bengali
WEST BENGAL,HAORA,Bengali
WEST BENGAL,HUGLI,Bengali
WEST BENGAL,JALPAIGURI,Bengali
WEST BENGAL,JHARGRAM,Bengali
WEST BENGAL,KALIMPONG,Bengali
WEST BENGAL,KOCH BIHAR,Bengali
WEST BENGAL,KOLKATA,Bengali
WEST BENGAL,MALDAH,Bengali
WEST BENGAL,MURSHIDABAD,Bengali
WEST BENGAL,NADIA,Bengali
WEST BENGAL,NORTH TWENTY FOUR PARGANAS,Bengali
WEST BENGAL,PASCHIM BARDHAMAN,Bengali
WEST BENGAL,PASCHIM MEDINIPUR,Bengali
WEST BENGAL,PURBA BARDHAMAN,Bengali
WEST BENGAL,PURBA MEDINIPUR,Bengali
WEST BENGAL,PURULIYA,Bengali
WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,Bengali
WEST BENGAL,UTTAR DINAJPUR,Bengali
,DELHI,Hindi
,KANPUR,Hindi
,AHMEDABAD,Hindi
,BARODA,Hindi
,BHUBANESHWAR,Hindi
,CALICUT,Bengali
,VISAKAPATNAM,Tamil
,SUPAT,Hindi
,JAMSHEDPUR,Hindi
,GUDURU RURAL,Hindi
,ZIRAKPUR,Hindi
,SILIGURI,Bengali
,COCHIN,Bengali
,DAHEGAM RURAL,Hindi
,TRICHY,Tamil
,RATANPUR RURAL,Hindi
,RAJAH MUNDRY,Hindi
,GUWAHATI,Hindi
,CALIC UT,Bengali
,RAJAHMUNDRY,Telugu
,GOA,Marathi
,WARANGAL,Telugu
,MEHSANA,Hindi
,AJMER RURAL,Hindi
,MANGALORE,Kannada
,NASIK,Marathi
,SACHIN RURAL,Hindi
,TRIVANDRUM,Tamil
,HOSUR,Tamil
,ΑNAND,Hindi
,VAPI,Hindi
,NOIDA,Hindi
,VYARA RURAL,Hindi
,RAJAHMUNDR,Hindi
,JAMI,Hindi
,BHILWARA RUF,Hindi
,BHILWARA RURAL,Hindi
,KALOL RURAL,Hindi
,BIJALPUR RURAL,Hindi
,MEHSANA RURAL,Hindi
,KHARAG PUR,Hindi
,PANPOSH ROAD RURAL,Hindi
,PONDICHERRY,Tamil
,AIMER RURAL,Hindi
,PETLAD RURAL,Hindi
,JJAIN,Hindi
,AJPUR,Hindi
,OLKATA,Bengali
,COLKATA,Bengali
,ALANDHAR,Hindi
,ROURKELA,Hindi
,PAINA,Hindi
,PANPOSH ROAD,Hindi
,ANPUR,Hindi
,RAIKOT,Hindi
,BAMBALA,Hindi
,VISAKAPAIN,Tamil
,VISAKAPATNA,Tamil
,AMNAGAR,Hindi
,HAVNAGAR,Hindi
,LUC KNOW,Hindi
,JJJAIN,Hindi
,AIPUR,Hindi
,UNE,Marathi
,LLIC KNOW,Hindi
,SHAHPURA RURAL,Hindi
,DEHRADON,Hindi
,AMSHEDPUR,Hindi
, VISAKAPAINAM,Tamil
,AINA,Hindi
,MBALA,Hindi
,YDERABAD,Hindi
, AHMEDABAD,Hindi
,BRATANPUR RURAL,Hindi
,RIVANDRUM,Tamil
,SPAINA,Hindi
,DELH,Hindi
,LUCK KNOW,Hindi
,O MUMBAI,Hindi
, GUWAHATI,Hindi
, KALOL RURAL,Hindi
, KANPUR,Hindi
, WARANGAL,Telugu
,SKOLKATA,Bengali
, VISAKAPATNAM,Tamil
, BHUBANESHWAR,Hindi
, TRIVANDRUM,Tamil
,MANDAPETA RURA,Hindi
, VAPI,Hindi
,HIRIYUR RURAL,Hindi
,BUALPUR RURAL,Hindi
,KHARAGPUR,Bengali
,VISAKAPATΝΑΙ,Tamil
,AMMEDABAD,Hindi
,RAJAHMUND,Hindi
,SANGALORE,Kannada
,BAMRITSAR,Hindi
,GUDURU RUR,Hindi
,KARIMNAG AF,Hindi
,CHANDIGAR,Hindi
,VISAKAPATN,Tamil
,BHUBANESH,Hindi
,KARIMNAGA,Hindi
,RAJAHMUNDE,Hindi
,RAJAHMUNDI,Hindi
,GUDURU RU,Hindi
,VISAKAPATNAN,Tamil
,VISAKAPAINAN,Tamil
,BHUBANESHV,Hindi
,LIC KNOW,Hindi
,GUDURU RURA,Hindi
,RATANPUR RUL,Hindi
,ODHPUR,Hindi
,KURUKSHE,Hindi
,HYDERABA,Telugu
,DEHRADU,Hindi
,BANGALOR,Kannada
,AHMEDAB,Hindi
,JAMSHEDP,Hindi
,BANGALO,Bengali
,COIMBATO,Bengali
,AJMER RU,Hindi
,GHAZIABA,Hindi
,RATANPUR,Hindi
,GUDURUF,Hindi
,KURUKSH,Hindi
,HYDERAB,Telugu
,CHANDIG,Hindi
,TRIVANDR,Tamil
,JALANDHA,Hindi
,RAJAHMUM,Hindi
,BHUBANE,Hindi
,ROURKE LA,Hindi
,BUALPUR,Hindi
,VYARA RUE,Hindi
,KARIMNAG,Hindi
,FARIDABAL,Hindi
,WARANGA,Hindi
,FARIDABA,Hindi
,VISAKAPA,Tamil
,TRIVANDRI,Tamil
,BHAVNAG,Hindi
,BANGALD,Bengali
,RIVANDR,Hindi
,VISAKAPAT,Tamil
,HARSOLIF,Hindi
,BHAVNAGA,Hindi
,BANGAL,Bengali
,FARIDAE,Hindi
,GURGAD,Hindi
,BHILWAR,Hindi
,FARIDAB,Hindi
,AHMEDA,Hindi
,CHANDIC,Hindi
,CHANDIGA,Hindi
,GUWAHAT,Hindi
,AHMEDAE,Hindi
,KALOL RU,Hindi
,FARIDABAI,Hindi
,GHAZIAB,Hindi
,BHUBANI,Hindi
,BANGALC,Bengali
,KOLHAPU,Hindi
,JAMSHEDE,Hindi
,HANCHI,Tamil
,ALANDHA,Hindi
,HIRIYUR RE,Hindi
,KALOL RUF,Hindi
,AMBAJA,Hindi
,RAJAHMUN,Hindi
,KHARAGPL,Hindi
,AJMER RUF,Hindi
,MANSA RURAL,Hindi
,BHUBANESHW,Hindi
,BHATAPARA RU,Hindi
,SACHIN RURA,Hindi
,MUMBAL,Hindi
,SAIPUR,Hindi
,BHUBANESHWAR:,Hindi
,GHADABAD,Hindi
,CHENNAL,Tamil
,DELHE,Hindi
,DELMI,Hindi
,NUZVID RURAL,Hindi
,LAMSHEDPUR,Hindi
,ELUDHIANA,Hindi
,KOK KATA,Bengali
,SUNTUR,Hindi
,VAPT,Telugu
,TRIVANDAUM,Tamil
,MANDAPETA RURAL,Hindi
,MUMBA,Hindi
,HRISSUR,Tamil
,MATANPUR RURAL,Hindi
,API,Hindi
,JAPUR,Hindi
,LIOUPI,Hindi
,BHATAPARA RURAL,Hindi
,MADURAL,Telugu
,LUCANCY,Hindi
,DAIN,Hindi
,PAJKOT,Hindi
,KAITHAL RURAL,Hindi
,NASIN,Hindi
,CALCUT,Kannada
,JAMSHED PUR,Hindi
,BILIMORA RURAL,Hindi
,ASAKAPATNAM,Tamil
,CHENNA,Tamil
,TYDERABAD,Telugu
,ABANGALORE,Kannada
,red HYDERABAD,Hindi
,VISAKAPAINAM,Tamil
,BAPULAPADU RURAL,Hindi
,SHAHPURA RURA,Hindi
,GHAZIABAI,Hindi
,SACHIN RU,Hindi
,LUC KNOV,Hindi
,KARIMNAC,Hindi
,JAMSHEDI,Hindi
,KURUKSHI,Hindi
,BHUBANES,Hindi
,MANGALO,Hindi
,MANSA RU,Hindi
,WAPI,Hindi
,AHMEDABA,Hindi
,BANGAL OF,Kannada
,AJMER RUP,Hindi
,BANGALOF,Kannada
,GUDURU F,Hindi
,GUDURU H,Hindi
,HUBLI,Tamil
,LUDHIANA B,Hindi
,KOLHAPUI,Hindi
,RATANPU,Hindi
,COIMBAT,Bengali
,HIRIYUR RA,Hindi
,THRISSUP,Tamil
,VYARA RU,Hindi
,TRIVANDRE,Tamil
,CALICUT E,Bengali
,KARIMNAGE,Hindi
,AHME DAB,Hindi
,HYDERAE,Telugu
,BHARUCI,Hindi
,JAMNAGA,Hindi
,RAJAHMU,Hindi
,VIJAYAWAL,Tamil
,PANCHKUL,Hindi
,KHARAG PU,Hindi
,PANCHKU,Hindi
,DHOLKA R,Hindi
,FARIDABAR,Hindi
,MANDAPE,Hindi
,BILIMORA,Hindi
,DHOLKA P,Hindi
,B DELHI,Hindi
,HYDERABAD HY,Telugu
,RATANPUR RUF,Hindi
,HARSOLI RURAL,Hindi
, BARODA,Hindi
,B AMRITSAR,Hindi
,NARASARAOPET RURAL,Hindi
,SFARIDABAD,Hindi
,HMEDABAD,Hindi
,MALANDHAR,Hindi
,NARASARAOPETR,Hindi
,B INDORE,Hindi
,CHILAKALURIPET RURAL,Hindi
,AMMU,Hindi
,SAMAL KHA RURAL,Hindi
,KAVALI RURAL,Telugu
,BHUBANESHWA,Hindi
,SANWER RURAL,Hindi
,RICHY,Tamil
,BODHPUR,Hindi
,LALPAR RURAL,Hindi
,BHILWARA RUP,Hindi
,SANWER RURA,Hindi
,CHILAKALURIPET RUF,Hindi
,PLINE,Hindi
,BHIWADI,Hindi
,BAMMU,Hindi
,BAHMEDABAD,Hindi
,CHILAKALURIPET RUR,Hindi
, COCHIN,Bengali
, LUC KNOW,Hindi
, BHIWADI,Hindi
, GOA,Marathi
, MEHSANA,Hindi
, HUBLI,Tamil
, MANGALORE,Kannada
, PONDICHERRY,Tamil
,TRIVANDRU,Tamil
,SANWER R,Hindi
,BANGALOF ,Kannada
,VISAKAPAT  ,Tamil
,BANGALOF  ,Kannada
,FARIDABAL ,Hindi
,HYDERABA ,Telugu
,CALICUT ,Bengali
,HOSUR ,Tamil
,DEHRADUI,Hindi
,SAMAL,Hindi
,JAMSHEDF,Hindi
,HYDERABAMC,Telugu
,HYDE RABA,Telugu
,GUDURU,Telugu
,KAVALI RU,Hindi
,TRIVANDRUF,Tamil
,BANGALOFF,Kannada
,HYDERABAF,Telugu
,BANGALO F,Kannada
,GUWAHAT FIR,Hindi
,BANGALOR FIF,Kannada
, KARIMNA,Hindi
, GHAZIAB,Hindi
, BANGALC,Kannada
, GHAZIABA,Hindi
, HYDERAB,Telugu
,KALO RL,Hindi
,TRIVANDE,Tamil
,BANGAL C,Kannada
,AJMER RUB,Hindi
,BHUBANE:,Hindi
,MANGALC,Hindi
,SANWER,Hindi
,GUDURU P,Hindi
,SAMAL KHA,Hindi
,AMRITSA,Hindi
,LUDHIAN,Hindi
,BALANDHA,Hindi
,ROURKEL,Hindi
,SPUNE,Hindi
,BANGALORA,Kannada
,GURGAC,Hindi
,KARIMNA,Hindi
,SANGALO,Telugu
,ATNA,Hindi
,BUMBAI,Hindi
,MRITSAR,Hindi
,HYDERA,Telugu
,GURGAO,Hindi
,KAVALIR,Hindi
,ERIVANDE,Hindi
,CHOUDWAR RUR,Hindi
,LAL PAR RURAL,Hindi
,HUBANESHWAR,Hindi
,BINDORE,Hindi
,BRAIPUR,Hindi
,PONDICHERR,Tamil
,VIJAYAWADA,Telugu
,JMER RURAL,Hindi
,BBANGALORE,Kannada
, PAINA,Hindi
,HANE,Hindi
,ELHI,Hindi
,NDORE,Hindi
,CAMRITSAR,Hindi
,ANGALORE,Kannada
,ISAKAPATNAM,Telugu
,SHOPAL,Hindi
,E,Hindi
,DABAD,Hindi
,GALORE,Hindi
,KOT,Hindi
,NGALORE,Telugu
,NE,Hindi
,SORE,Hindi
,HI,Hindi
,RUKSHETRA,Hindi
,MEDABAD,Hindi
,LHI,Hindi
,RIDABAD,Hindi
,ALICUT,Bengali
,DERABAD,Hindi
,OIMBATORE,Bengali
, JAMSHEDPUR,Hindi
,HAZIABAD,Hindi
,NPUR,Hindi
,IPUR,Hindi
,OTA,Telugu
,ARIDABAD,Hindi
,URGAON,Telugu
,OC HIN,Bengali
,UDHIANA,Telugu
,UTTACK,Tamil
,CARIMNAGAR,Hindi
,FIRST Wealth VISA,Hindi
,STHANE,Hindi
, GURGAOIN,Hindi
,DAHE GAM,Hindi
,KHARAGPU,Hindi
,THRISSUR FIRST Select VISA,Tamil
,CHANDIGA FIRST Wealth VISA,Hindi
,GUNTUR FIRST Millennia_M VISA,Hindi
,SURAT FIRST Select VISA,Hindi
,HYDERABAMC Indigo - Unsecured,Telugu
,DELHI Mayura,Hindi
,DELHI Ashva,Hindi
,PUNE FIRST Select VISA,Hindi
,THANE FIRST Millennia_M VISA,Hindi
,MUMBAI FIRST Millennia_F VISA,Hindi
,JODHPUR FIRST Classic VISA,Hindi
,HYDERABA FIRST Wealth VISA,Telugu
,PATNA FIRST Power Plus Rupay,Hindi
,BANGAL OF FIRST Classic VISA,Kannada
,KOLKATA FIRST Millennia_F VISA,Hindi
,BHOPAL FIRST Power Plus Rupay,Hindi
,CHENNAI FIRST Millennia_M VISA,Tamil
,DELHI FIRST Classic VISA,Hindi
,MYSORE FIRST Wealth VISA,Hindi
,PATIALA FIRST Wealth VISA,Hindi
,GURGAON FIRST Millennia_M VISA,Hindi
,INDORE FIRST Select VISA,Hindi
,HYDERABA FIRST Power Plus Rupay,Telugu
,PATIALA FIRST Millennia M VISA,Hindi
,DELHI FIRST Millennia M VISA,Hindi
,GURGAON FIRST Select VISA,Hindi
,DELHI FIRST Millennia F VISA,Hindi
,JAMSHED,Hindi
,PETLAD RU,Hindi
,KILLA PARE,Hindi
,NADIAD RURAL,Hindi
,SAMALKHA RURAL,Hindi
,RATANPURRURAL,Hindi
,MAHUVA RURAL,Hindi
,SHAPAR VERAVAL RIU,Hindi
,GONDAL RURAL,Hindi
,PANPOSH ROAD RU,Hindi
,BHILWARA RURA,Hindi
,RATANPUR RURA,Hindi
,BHUBANESHWAI,Hindi
,SAMAL KHA RURA,Hindi
,BHUBANE SHWA,Hindi
,BHUBANESHWAL,Hindi
,MANDAPETARURA,Hindi
,SAMALKHA RUR,Hindi
,DAHEGAM RURA,Hindi
,MANDAPETA RU,Hindi
,GUDURU RURAL Mayura,Hindi
,RATANPUR RUR,Hindi
,DAHE GAM RURA,Hindi
,BHILWARA RUR,Hindi
,COC HIN,Bengali
,SAMAL KHA RUR,Hindi
,BHATAPARA RUR,Hindi
,SAMALKHA RU,Hindi
,CHILAKALURIP,Hindi
,LUCK NOW,Hindi
,CHIKALURIP,Hindi
,BHUBANESWAR,Hindi
,RAJPIPLA RURAL,Hindi
,RAJPIPILA RURAL,Hindi
,DEHRIYA SARAI RURAL,Hindi
,AJMERRURAL,Hindi
,SAMALKHA RURA,Hindi
,RURAL PENDRAR,Hindi
,DHAPWAD,Hindi
,BIUALPUR RURAL,Hindi
,KURU KSHETRA,Hindi
,BIJAPUR RURAL,Hindi
,"PANPOSH,ROAD RURAL",Hindi
,NARAIN GARH RURAL,Hindi
,GODHRA RURAL,Hindi
,GOLLAPUDI RURAL,Hindi
,SHAH PURA RURAL,Hindi
,VIRAMGAM RURAL,Tamil
,LUCKKNOW,Hindi
,THR ISSUR,Tamil
,JANGAON RURAL,Hindi
,DHOLKA RURAL,Hindi
,BIALPUR RURAL,Hindi
,RURAL PENDRAROAD,Hindi
,VELI,Telugu
,KATHWADA RURAL,Hindi
,KHORDARURAL,Hindi
,RURAL PENDRA ROAD,Hindi
,KHORDA RURAL,Hindi
,HYDRABAD,Telugu
,GODURU RURAL,Hindi
,BANGLORE,Kannada
,NARAINGARH RURAL,Hindi
,JAGGAYAPET RURAL,Hindi
,NARAINARH RURAL,Hindi
,Bureau,Hindi
,GOLLAPUDI RUR,Hindi
,BHILWARA RURAI,Hindi
,MANDAPETA RUR,Hindi
,NARAIN GARH RU,Hindi
,GUDURU RURAI,Hindi
,JAGGAYAPET RUR,Hindi
,JALAND,Hindi
,KHATEGAON RURAL,Hindi
,DAVANGERE RURAL,Hindi
,COC,Tamil
,THRISUR,Tamil
,BHIWARA RURAL,Hindi
,BODELI RURAL,Hindi
,CHAMPA RURAL,Hindi
,VN SAD,Hindi
,KATHWAD RURAL,Hindi
,WAWANGAL,Hindi
,MANSARURAL,Hindi
,SAMAL KHARUPAL,Hindi
,MANSARURAL,Hindi
,KILLA PARDI RURAL,Hindi
,JANG AON RURAL,Hindi
, GURGAOIN,Hindi
,JANG AON RURA,Hindi
,NARAINAGARH RURAL,Hindi
,MUMBAI -,Hindi
,,NULL
,RAJAMUNDRY,Tamil
,SAMAI KHA RURAL,Hindi
,TRIC HY,Tamil
,BIJAL PUR RURAL,Hindi
,TRIC HY,Tamil
,SAMALKHUR,Hindi
,NARASARAOPET,Hindi
,NARASARAOPET,Hindi
,DEHRIYA SARAI,Hindi
,TRIVANDRAM,Tamil
,GONDAI RURAL,Tamil
,CHOUDWAR RURAL,Hindi
,NAG PUR,Marathi
,SHAHPURA RU,Hindi
,NULL,NULL
,BHOPAL RURAL,Hindi
,TRNANDRUM,Tamil
,RAJMUNDRY,Tamil
,SHAPAR VERAVAL RURAL,Hindi
,KAMNAGAR,Hindi
,MAHUVA RURAI,Hindi
,BIJALPUR RURAI,Hindi
,NASPUR,Hindi
,VIRAMGAM RUR,Hindi
,SHAHPURA RUI,Hindi
,NARASARAOPE,Hindi
,JANGAON RURA,Hindi
,BIJAL PUR RURURA,Hindi
,SHAPAR VERAVAL,Hindi
,BHATAPARA RURAI,Hindi
,SHAPAR,Hindi
,SHAHPURARI,Hindi
,BHATAPARA RURAI,Hindi
,SHAPAR VERAVAL,Hindi
,KAKINADA,Tamil
,AJMER R RURAL,Hindi
,BHABHAR,Hindi
,MAHUVA RURA,Hindi
,BIJALPUR RUR,Hindi
,PANPOSH ROA,Hindi
,BIJALPUR RURA,Hindi
,KILLA PARDI RU,Hindi
,SAMALKHA RUI,Hindi
,DEHRIYA SARA,Hindi
,RATANPUR RU,Hindi
,KHORDA RURA,Hindi
,GUDURUR,Hindi
,GONDAL RURA,Hindi
,DAHEGAM RUR,Hindi
,GUDURURURA,Hindi
,PONDIC HERRY,Hindi
,JANGAON RUR,Hindi
,MANDAPETA R,Hindi
,RAJAUMUNDRY,Hindi
,GUDURURURAL,Hindi
,BHIVADI,Hindi
,NARASARAOPET R,Hindi
,BHATAPARA RURA,Hindi
,PANCH HKULA,Hindi
,CHILAKALURIPET,Hindi
,SAMALKHURURAL,Hindi
,CHILAKALURIPETURAL,Hindi
,HARSOLI (RURAL),Hindi
,BIAL PUR RURAL,Hindi
,MANDAPETA RUF,Hindi
,VISAKAPATINAM,Tamil
,BHIMWADI,Hindi
,DEHRIYASARAI RURAL,Hindi
,CHILAKALURIPETRURAL,Hindi
,IAMNAGAR,Hindi
,GAZIABAD,Hindi
,MYSOR,Hindi
,IAMSHEDPUR,Hindi
,IAMMU,Hindi
,FAIRIDABAD,Hindi
,BUJALPUR RURAL,Hindi
,PUJNE,Marathi
,BHAVADI,Hindi
,BUAL PUR RURAL,Hindi
,BHMADI,Hindi
,JOHDPUR,Hindi
,GAZABAD,Hindi
,PATTIALA,Hindi
,SIGURI,Hindi
,BHIMADI,Hindi
,CHAZJABAD,Hindi
,HARSOL RURAL,Hindi
,DELI,Hindi
,KATHWADARURAL,Tamil
,JAMSHPUR,Hindi
,IODHPUR,Hindi
,CHINAI,Tamil
,CALCUTTA,Bengali
,DAHEGAM,Hindi
,IAMSHPUR,Hindi
,SHAZIABAD,Hindi
,VISAXAPATNAM,Tamil
,MYSSORE,Tamil
,DEHRADUN SARAI RURAL,Hindi
,IRICHY,Tamil
,BHINWADI,Hindi
,BOURKELA,Hindi
,C HENNAI,Tamil
,MANDAPETARURAL,Hindi
,THANF,Hindi
,MSAKAPATNAM,Tamil
,KARBIMNAGAR,Tamil
,CALCUTT,Bengali
,CHEENNAI,Tamil
,"RAYANPUR,RURAL",Tamil
,AMER RURAL,Hindi
,DELIHI,Hindi
,JALPUR,Hindi
,CAJICUT,Hindi
,RAYANPUR RURAL,Hindi
,MYSORF,Hindi
,RAJPUR,Hindi
,BHIMORA RURAL,Hindi
,LUIDHUNA,Hindi
,GUJNTUR,Hindi
,GHAZABAD,Hindi
,BARRADA,Hindi
,CAIGCU,Hindi
,CHILAKALURI PET RURAL,Hindi
,MUMBAJ,Marathi
,BHUBANESHWAR Ashva,Hindi
